County,County Code,Zip,Year,Year of Birth,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10-15 mcg/dL,15+ mcg/dL,Total Elevated Blood Levels,"Rate per 1,000",Percent,Zip Code Location,County Location
Monroe,55,14468,2020,2017,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.295049, -77.789588)","(43.174966, -77.639663)"
Monroe,55,14472,2020,2017,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.970369, -77.596338)","(43.174966, -77.639663)"
Monroe,55,14472,2020,2018,47,47.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.970369, -77.596338)","(43.174966, -77.639663)"
Monroe,55,14472,2020,2019,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.970369, -77.596338)","(43.174966, -77.639663)"
Monroe,55,14506,2020,2018,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.998096, -77.499835)","(43.174966, -77.639663)"
Monroe,55,14514,2020,2017,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.114248, -77.792506)","(43.174966, -77.639663)"
Monroe,55,14514,2020,2018,47,47.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.114248, -77.792506)","(43.174966, -77.639663)"
Monroe,55,14514,2020,2019,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.114248, -77.792506)","(43.174966, -77.639663)"
Monroe,55,14526,2020,2017,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.141702, -77.455684)","(43.174966, -77.639663)"
Monroe,55,14526,2020,2019,66,66.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.141702, -77.455684)","(43.174966, -77.639663)"
Monroe,55,14534,2020,2017,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.069507, -77.514294)","(43.174966, -77.639663)"
Monroe,55,14534,2020,2018,177,177.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.069507, -77.514294)","(43.174966, -77.639663)"
Monroe,55,14534,2020,2020,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.069507, -77.514294)","(43.174966, -77.639663)"
Monroe,55,14543,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.994532, -77.664004)","(43.174966, -77.639663)"
Monroe,55,14546,2020,2018,32,32.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.029866, -77.765882)","(43.174966, -77.639663)"
Monroe,55,14546,2020,2019,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.029866, -77.765882)","(43.174966, -77.639663)"
Monroe,55,14559,2020,2017,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.189174, -77.807274)","(43.174966, -77.639663)"
Monroe,55,14580,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.220645, -77.464013)","(43.174966, -77.639663)"
Monroe,55,14580,2020,2017,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.220645, -77.464013)","(43.174966, -77.639663)"
Monroe,55,14586,2020,2017,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.043209, -77.679662)","(43.174966, -77.639663)"
Monroe,55,14586,2020,2020,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.043209, -77.679662)","(43.174966, -77.639663)"
Monroe,55,14604,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.157946, -77.604476)","(43.174966, -77.639663)"
Monroe,55,14606,2020,2015,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.167126, -77.687832)","(43.174966, -77.639663)"
Monroe,55,14606,2020,2016,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.167126, -77.687832)","(43.174966, -77.639663)"
Monroe,55,14606,2020,2017,33,33.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.167126, -77.687832)","(43.174966, -77.639663)"
Monroe,55,14607,2020,2017,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.151853, -77.593546)","(43.174966, -77.639663)"
Monroe,55,14607,2020,2019,33,33.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.151853, -77.593546)","(43.174966, -77.639663)"
Monroe,55,14608,2020,2016,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.15275, -77.625651)","(43.174966, -77.639663)"
Monroe,55,14609,2020,2015,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.174537, -77.559782)","(43.174966, -77.639663)"
Monroe,55,14609,2020,2016,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.174537, -77.559782)","(43.174966, -77.639663)"
Monroe,55,14610,2020,2018,87,87.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.140249, -77.545983)","(43.174966, -77.639663)"
Monroe,55,14610,2020,2019,54,54.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.140249, -77.545983)","(43.174966, -77.639663)"
Monroe,55,14612,2020,2017,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.256923, -77.669136)","(43.174966, -77.639663)"
Monroe,55,14612,2020,2018,187,187.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.256923, -77.669136)","(43.174966, -77.639663)"
Monroe,55,14612,2020,2019,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.256923, -77.669136)","(43.174966, -77.639663)"
Monroe,55,14613,2020,2015,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.177983, -77.63461)","(43.174966, -77.639663)"
Monroe,55,14615,2020,2016,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.207456, -77.649511)","(43.174966, -77.639663)"
Monroe,55,14615,2020,2018,116,116.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.207456, -77.649511)","(43.174966, -77.639663)"
Monroe,55,14616,2020,2015,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.22904, -77.68074)","(43.174966, -77.639663)"
Monroe,55,14617,2020,2017,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20642, -77.63532)","(43.174966, -77.639663)"
Monroe,55,14617,2020,2018,148,148.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20642, -77.63532)","(43.174966, -77.639663)"
Monroe,55,14617,2020,2019,94,94.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20642, -77.63532)","(43.174966, -77.639663)"
Monroe,55,14618,2020,2017,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.119768, -77.556663)","(43.174966, -77.639663)"
Monroe,55,14618,2020,2018,142,142.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.119768, -77.556663)","(43.174966, -77.639663)"
Monroe,55,14618,2020,2020,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.119768, -77.556663)","(43.174966, -77.639663)"
Monroe,55,14620,2020,2018,116,116.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.132792, -77.600284)","(43.174966, -77.639663)"
Monroe,55,14620,2020,2020,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.132792, -77.600284)","(43.174966, -77.639663)"
Monroe,55,14622,2020,2015,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.216211, -77.562561)","(43.174966, -77.639663)"
Monroe,55,14623,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.081673, -77.633588)","(43.174966, -77.639663)"
Monroe,55,14623,2020,2017,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.081673, -77.633588)","(43.174966, -77.639663)"
Monroe,55,14623,2020,2020,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.081673, -77.633588)","(43.174966, -77.639663)"
Monroe,55,14624,2020,2020,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.120619, -77.729488)","(43.174966, -77.639663)"
Monroe,55,14625,2020,2017,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.13424, -77.4996)","(43.174966, -77.639663)"
Monroe,55,14626,2020,2015,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20974, -77.703726)","(43.174966, -77.639663)"
Monroe,55,14626,2020,2016,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20974, -77.703726)","(43.174966, -77.639663)"
Monroe,55,14626,2020,2017,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20974, -77.703726)","(43.174966, -77.639663)"
Monroe,55,14626,2020,2019,108,108.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.20974, -77.703726)","(43.174966, -77.639663)"
Montgomery,57,12068,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.94236, -74.4303)","(42.900891, -74.435358)"
Montgomery,57,12072,2020,2018,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.944695, -74.376969)","(42.900891, -74.435358)"
Montgomery,57,12166,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.8496, -74.47638)","(42.900891, -74.435358)"
Montgomery,57,13317,2020,2017,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.8937, -74.57418)","(42.900891, -74.435358)"
Montgomery,57,13317,2020,2019,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.8937, -74.57418)","(42.900891, -74.435358)"
Montgomery,57,13339,2020,2017,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.95874, -74.57826)","(42.900891, -74.435358)"
Nassau,59,11001,2020,2015,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719635, -73.706913)","(40.750656, -73.582905)"
Nassau,59,11001,2020,2016,37,37.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719635, -73.706913)","(40.750656, -73.582905)"
Nassau,59,11001,2020,2017,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719635, -73.706913)","(40.750656, -73.582905)"
Nassau,59,11001,2020,2018,107,107.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719635, -73.706913)","(40.750656, -73.582905)"
Nassau,59,11001,2020,2020,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719635, -73.706913)","(40.750656, -73.582905)"
Nassau,59,11003,2020,2014,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.699109, -73.703659)","(40.750656, -73.582905)"
Nassau,59,11003,2020,2020,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.699109, -73.703659)","(40.750656, -73.582905)"
Nassau,59,11010,2020,2015,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.705094, -73.674202)","(40.750656, -73.582905)"
Nassau,59,11010,2020,2016,47,47.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.705094, -73.674202)","(40.750656, -73.582905)"
Nassau,59,11010,2020,2017,48,48.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.705094, -73.674202)","(40.750656, -73.582905)"
Nassau,59,11010,2020,2018,105,105.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.705094, -73.674202)","(40.750656, -73.582905)"
Nassau,59,11010,2020,2019,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.705094, -73.674202)","(40.750656, -73.582905)"
Nassau,59,11020,2020,2018,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.786686, -73.72577)","(40.750656, -73.582905)"
Nassau,59,11020,2020,2019,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.786686, -73.72577)","(40.750656, -73.582905)"
Nassau,59,11021,2020,2014,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.788775, -73.728665)","(40.750656, -73.582905)"
Nassau,59,11021,2020,2015,27,27.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.788775, -73.728665)","(40.750656, -73.582905)"
Nassau,59,11021,2020,2016,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.788775, -73.728665)","(40.750656, -73.582905)"
Nassau,59,11021,2020,2017,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.788775, -73.728665)","(40.750656, -73.582905)"
Nassau,59,11021,2020,2018,70,70.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.788775, -73.728665)","(40.750656, -73.582905)"
Nassau,59,11021,2020,2019,72,72.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.788775, -73.728665)","(40.750656, -73.582905)"
Nassau,59,11023,2020,2015,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.798973, -73.733349)","(40.750656, -73.582905)"
Nassau,59,11023,2020,2016,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.798973, -73.733349)","(40.750656, -73.582905)"
Nassau,59,11023,2020,2017,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.798973, -73.733349)","(40.750656, -73.582905)"
Nassau,59,11023,2020,2019,44,44.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.798973, -73.733349)","(40.750656, -73.582905)"
Nassau,59,11024,2020,2015,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.80408, -73.74012)","(40.750656, -73.582905)"
Nassau,59,11024,2020,2017,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.80408, -73.74012)","(40.750656, -73.582905)"
Nassau,59,11024,2020,2019,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.80408, -73.74012)","(40.750656, -73.582905)"
Nassau,59,11030,2020,2015,29,29.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Nassau,59,11030,2020,2016,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Nassau,59,11030,2020,2017,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Nassau,59,11030,2020,2018,54,54.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Nassau,59,11030,2020,2019,33,33.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.795533, -73.684954)","(40.750656, -73.582905)"
Nassau,59,11040,2020,2014,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Nassau,59,11040,2020,2015,56,56.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Nassau,59,11040,2020,2016,73,73.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Nassau,59,11040,2020,2017,41,41.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Nassau,59,11040,2020,2018,125,125.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Nassau,59,11040,2020,2020,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.742887, -73.676015)","(40.750656, -73.582905)"
Nassau,59,11050,2020,2014,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.843056, -73.715278)","(40.750656, -73.582905)"
Nassau,59,11050,2020,2015,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.843056, -73.715278)","(40.750656, -73.582905)"
Nassau,59,11050,2020,2016,56,56.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.843056, -73.715278)","(40.750656, -73.582905)"
Nassau,59,11050,2020,2017,39,39.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.843056, -73.715278)","(40.750656, -73.582905)"
Nassau,59,11050,2020,2018,111,111.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.843056, -73.715278)","(40.750656, -73.582905)"
Nassau,59,11096,2020,2014,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,11096,2020,2015,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,11096,2020,2016,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,11096,2020,2017,34,34.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,11096,2020,2018,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,11096,2020,2020,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Nassau,59,11501,2020,2015,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.745251, -73.64111)","(40.750656, -73.582905)"
Nassau,59,11501,2020,2016,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.745251, -73.64111)","(40.750656, -73.582905)"
Nassau,59,11501,2020,2018,95,95.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.745251, -73.64111)","(40.750656, -73.582905)"
Nassau,59,11501,2020,2019,83,83.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.745251, -73.64111)","(40.750656, -73.582905)"
Nassau,59,11501,2020,2020,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.745251, -73.64111)","(40.750656, -73.582905)"
Nassau,59,11507,2020,2015,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.772577, -73.652127)","(40.750656, -73.582905)"
Nassau,59,11507,2020,2016,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.772577, -73.652127)","(40.750656, -73.582905)"
Nassau,59,11507,2020,2017,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.772577, -73.652127)","(40.750656, -73.582905)"
Nassau,59,11507,2020,2018,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.772577, -73.652127)","(40.750656, -73.582905)"
Nassau,59,11507,2020,2019,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.772577, -73.652127)","(40.750656, -73.582905)"
Nassau,59,11509,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.592092, -73.728017)","(40.750656, -73.582905)"
Nassau,59,11510,2020,2014,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.655358, -73.607376)","(40.750656, -73.582905)"
Nassau,59,11510,2020,2015,32,32.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.655358, -73.607376)","(40.750656, -73.582905)"
Nassau,59,11510,2020,2016,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.655358, -73.607376)","(40.750656, -73.582905)"
Nassau,59,11510,2020,2017,31,31.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.655358, -73.607376)","(40.750656, -73.582905)"
Nassau,59,11510,2020,2018,170,170.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.655358, -73.607376)","(40.750656, -73.582905)"
Nassau,59,11510,2020,2020,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.655358, -73.607376)","(40.750656, -73.582905)"
Nassau,59,11514,2020,2016,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.752349, -73.615237)","(40.750656, -73.582905)"
Nassau,59,11514,2020,2018,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.752349, -73.615237)","(40.750656, -73.582905)"
Nassau,59,11514,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.752349, -73.615237)","(40.750656, -73.582905)"
Nassau,59,11516,2020,2015,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Nassau,59,11516,2020,2016,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Nassau,59,11516,2020,2017,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Nassau,59,11516,2020,2019,42,42.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Nassau,59,11516,2020,2020,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Nassau,59,11518,2020,2018,59,59.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.641066, -73.666046)","(40.750656, -73.582905)"
Nassau,59,11518,2020,2019,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.641066, -73.666046)","(40.750656, -73.582905)"
Nassau,59,11520,2020,2014,37,37.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.652023, -73.588242)","(40.750656, -73.582905)"
Nassau,59,11520,2020,2020,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.652023, -73.588242)","(40.750656, -73.582905)"
Nassau,59,11530,2020,2015,34,34.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719167, -73.688889)","(40.750656, -73.582905)"
Nassau,59,11530,2020,2016,38,38.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719167, -73.688889)","(40.750656, -73.582905)"
Nassau,59,11530,2020,2017,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719167, -73.688889)","(40.750656, -73.582905)"
Nassau,59,11530,2020,2019,71,71.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719167, -73.688889)","(40.750656, -73.582905)"
Nassau,59,11530,2020,2020,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.719167, -73.688889)","(40.750656, -73.582905)"
Nassau,59,11542,2020,2015,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.865104, -73.62706)","(40.750656, -73.582905)"
Nassau,59,11542,2020,2016,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.865104, -73.62706)","(40.750656, -73.582905)"
Nassau,59,11542,2020,2017,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.865104, -73.62706)","(40.750656, -73.582905)"
Nassau,59,11545,2020,2015,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.816389, -73.6375)","(40.750656, -73.582905)"
Nassau,59,11545,2020,2016,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.816389, -73.6375)","(40.750656, -73.582905)"
Nassau,59,11545,2020,2017,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.816389, -73.6375)","(40.750656, -73.582905)"
Nassau,59,11545,2020,2018,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.816389, -73.6375)","(40.750656, -73.582905)"
Nassau,59,11545,2020,2019,31,31.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.816389, -73.6375)","(40.750656, -73.582905)"
Nassau,59,11550,2020,2014,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.708785, -73.624573)","(40.750656, -73.582905)"
Nassau,59,11550,2020,2015,70,70.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.708785, -73.624573)","(40.750656, -73.582905)"
Nassau,59,11550,2020,2016,95,95.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.708785, -73.624573)","(40.750656, -73.582905)"
Nassau,59,11550,2020,2020,52,52.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.708785, -73.624573)","(40.750656, -73.582905)"
Nassau,59,11552,2020,2014,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.685278, -73.653056)","(40.750656, -73.582905)"
Nassau,59,11552,2020,2015,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.685278, -73.653056)","(40.750656, -73.582905)"
Nassau,59,11552,2020,2016,48,48.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.685278, -73.653056)","(40.750656, -73.582905)"
Nassau,59,11552,2020,2018,125,125.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.685278, -73.653056)","(40.750656, -73.582905)"
Nassau,59,11552,2020,2020,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.685278, -73.653056)","(40.750656, -73.582905)"
Nassau,59,11553,2020,2014,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.703352, -73.590714)","(40.750656, -73.582905)"
Nassau,59,11553,2020,2015,33,33.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.703352, -73.590714)","(40.750656, -73.582905)"
Nassau,59,11553,2020,2016,33,33.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.703352, -73.590714)","(40.750656, -73.582905)"
Nassau,59,11553,2020,2020,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.703352, -73.590714)","(40.750656, -73.582905)"
Nassau,59,11554,2020,2014,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Nassau,59,11554,2020,2015,49,49.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Nassau,59,11554,2020,2016,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Nassau,59,11554,2020,2017,45,45.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Nassau,59,11554,2020,2019,109,109.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Nassau,59,11554,2020,2020,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Nassau,59,11557,2020,2015,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.638779, -73.693176)","(40.750656, -73.582905)"
Nassau,59,11557,2020,2017,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.638779, -73.693176)","(40.750656, -73.582905)"
Nassau,59,11557,2020,2018,27,27.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.638779, -73.693176)","(40.750656, -73.582905)"
Nassau,59,11557,2020,2019,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.638779, -73.693176)","(40.750656, -73.582905)"
Nassau,59,11557,2020,2020,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.638779, -73.693176)","(40.750656, -73.582905)"
Nassau,59,11558,2020,2015,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.600901, -73.654227)","(40.750656, -73.582905)"
Nassau,59,11558,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.600901, -73.654227)","(40.750656, -73.582905)"
Nassau,59,11558,2020,2017,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.600901, -73.654227)","(40.750656, -73.582905)"
Nassau,59,11558,2020,2018,52,52.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.600901, -73.654227)","(40.750656, -73.582905)"
Nassau,59,11558,2020,2019,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.600901, -73.654227)","(40.750656, -73.582905)"
Nassau,59,11559,2020,2015,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.611795, -73.732344)","(40.750656, -73.582905)"
Nassau,59,11559,2020,2016,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.611795, -73.732344)","(40.750656, -73.582905)"
Nassau,59,11559,2020,2017,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.611795, -73.732344)","(40.750656, -73.582905)"
Nassau,59,11559,2020,2018,53,53.0,0.0,0.0,0.0,0.0,0.0,0.0,"(40.611795, -73.732344)","(40.750656, -73.582905)"
